date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel,CountBreathCum,CountDeathCum,CountCriticalStatus,CountSeriousCriticalCum,serious_critical_new,lastUpdate
2020-03-02T00:00:00.000Z,3,10,10,0,0,10,0,0,2917,0.003428179636612959,5429,-268,0,0,0,0,0,0,2021-02-16T06:43:30.430Z
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,2917,0.003428179636612959,7589,-265,0,0,0,0,0,0,2021-02-16T06:43:30.430Z
2020-03-04T00:00:00.000Z,3,12,11,0,0,12,0,0,2917,0.00411381556393555,6755,-266,0,0,0,0,0,0,2021-02-16T06:43:30.430Z
2020-03-05T00:00:00.000Z,2,13,13,1,0,12,0,0,2917,0.004456633527596846,6836,-266,0,0,0,0,1,1,2021-02-16T06:43:30.430Z
2020-03-06T00:00:00.000Z,3,16,16,2,0,14,1,0,2917,0.005485087418580734,4978,-265,0,1,0,0,2,1,2021-02-16T06:43:30.430Z
2020-03-07T00:00:00.000Z,3,20,20,3,0,17,2,0,2917,0.006856359273225917,4682,-265,0,2,0,0,3,1,2021-02-16T06:43:30.430Z
2020-03-08T00:00:00.000Z,8,27,27,5,0,22,4,0,2917,0.009256085018854988,7075,-263,0,4,0,0,5,2,2021-02-16T06:43:30.430Z
2020-03-09T00:00:00.000Z,16,41,41,5,0,36,4,0,2917,0.01405553651011313,6009,-273,0,4,0,0,5,0,2021-02-16T06:43:30.430Z
2020-03-10T00:00:00.000Z,19,61,61,6,0,55,5,0,2917,0.02091189578333905,5803,-260,0,5,0,0,6,1,2021-02-16T06:43:30.430Z
2020-03-11T00:00:00.000Z,25,84,83,7,1,76,6,0,2917,0.02879670894754885,5719,-263,0,6,0,0,7,1,2021-02-16T06:43:30.430Z
2020-03-12T00:00:00.000Z,23,107,105,7,1,99,6,0,2917,0.03668152211175866,5769,-263,0,6,0,0,7,0,2021-02-16T06:43:30.430Z
2020-03-13T00:00:00.000Z,23,127,126,7,5,115,6,0,2917,0.04353788138498457,3985,-250,0,6,0,0,7,0,2021-02-16T06:43:30.430Z
2020-03-14T00:00:00.000Z,41,167,165,6,5,156,4,0,2917,0.05725059993143641,3550,-260,0,6,0,0,8,1,2021-02-16T06:43:30.430Z
2020-03-15T00:00:00.000Z,41,206,204,9,7,190,6,0,2917,0.07062050051422694,5336,-260,0,8,0,0,11,3,2021-02-16T06:43:30.430Z
2020-03-16T00:00:00.000Z,25,226,220,11,6,209,7,0,2917,0.07747685978745286,4620,-203,0,9,0,0,13,2,2021-02-16T06:43:30.430Z
2020-03-17T00:00:00.000Z,46,260,260,12,7,241,7,0,2917,0.08913267055193692,4223,-151,0,9,0,0,14,1,2021-02-16T06:43:30.430Z
2020-03-18T00:00:00.000Z,55,313,275,16,12,285,7,0,2917,0.1073020226259856,3764,-50,0,9,0,0,18,4,2021-02-16T06:43:30.430Z
2020-03-19T00:00:00.000Z,31,302,270,21,12,269,12,0,2917,0.1035310250257114,3927,87,0,14,0,0,23,5,2021-02-16T06:43:30.430Z
2020-03-20T00:00:00.000Z,30,294,256,23,15,256,12,1,2917,0.100788481316421,3096,267,0,14,1,0,26,3,2021-02-16T06:43:30.430Z
2020-03-21T00:00:00.000Z,34,285,282,27,22,236,15,0,2917,0.09770311964346932,2791,450,0,17,1,0,30,4,2021-02-16T06:43:30.430Z
2020-03-22T00:00:00.000Z,54,334,315,38,33,263,22,0,2917,0.1145011998628728,4359,667,0,24,1,0,41,11,2021-02-16T06:43:30.430Z
2020-03-23T00:00:00.000Z,58,364,331,44,37,283,24,0,2917,0.1247857387727117,3905,997,0,28,1,0,48,7,2021-02-16T06:43:30.430Z
2020-03-24T00:00:00.000Z,81,408,354,48,49,311,26,3,2917,0.1398697291738087,3835,1389,0,30,4,0,55,7,2021-02-16T06:43:30.430Z
2020-03-25T00:00:00.000Z,81,428,411,52,54,322,28,1,2917,0.1467260884470346,3533,1750,0,33,5,0,60,5,2021-02-16T06:43:30.430Z
2020-03-26T00:00:00.000Z,81,484,430,56,67,361,31,5,2917,0.1659238944120672,3789,2236,0,39,10,0,69,10,2021-02-16T06:43:30.430Z
2020-03-27T00:00:00.000Z,110,533,483,67,71,395,37,2,2917,0.1827219746314707,3129,2596,0,46,12,0,82,13,2021-02-16T06:43:30.430Z
2020-03-28T00:00:00.000Z,52,528,497,70,83,375,41,1,2917,0.1810078848131642,2721,3052,0,51,13,0,87,5,2021-02-16T06:43:30.430Z
2020-03-29T00:00:00.000Z,69,557,530,80,88,389,50,3,2917,0.1909496057593418,4118,3533,0,62,16,0,101,14,2021-02-16T06:43:30.430Z
2020-03-30T00:00:00.000Z,122,634,585,89,104,441,54,1,2917,0.2173465889612616,3750,3989,0,69,17,0,113,13,2021-02-16T06:43:30.430Z
2020-03-31T00:00:00.000Z,110,684,641,99,114,471,64,4,2917,0.2344874871443264,3849,4623,0,81,21,0,128,16,2021-02-16T06:43:30.430Z
2020-04-01T00:00:00.000Z,147,773,731,111,143,519,72,8,2917,0.2649982859101817,3912,4498,689,95,29,0,148,21,2021-02-16T06:43:30.430Z
2020-04-02T00:00:00.000Z,115,817,732,113,145,559,79,9,2917,0.2800822763112787,4149,5091,720,106,38,0,160,12,2021-02-16T06:43:30.430Z
2020-04-03T00:00:00.000Z,97,815,726,131,159,525,93,5,2917,0.2793966403839561,3373,5635,717,126,43,0,182,24,2021-02-16T06:43:30.430Z
2020-04-04T00:00:00.000Z,73,790,752,140,170,480,107,6,2917,0.2708261912924238,3031,5974,718,143,49,0,197,17,2021-02-16T06:43:30.430Z
2020-04-05T00:00:00.000Z,99,826,740,135,193,498,107,7,2917,0.2831676379842304,4356,6483,693,150,56,0,203,6,2021-02-16T06:43:30.430Z
2020-04-06T00:00:00.000Z,93,809,695,147,208,454,110,8,2917,0.2773397326019884,3937,6746,796,164,64,0,223,21,2021-02-16T06:43:30.430Z
2020-04-07T00:00:00.000Z,73,750,655,160,204,386,106,8,2917,0.2571134727459719,4155,7009,819,171,72,1,241,18,2021-02-16T06:43:30.430Z
2020-04-08T00:00:00.000Z,57,694,616,166,196,332,115,8,2917,0.2379156667809393,3369,7225,859,178,80,0,259,22,2021-02-16T06:43:30.430Z
2020-04-09T00:00:00.000Z,65,669,635,166,189,314,117,9,2917,0.2293452176894069,3232,7342,944,185,89,0,275,19,2021-02-16T06:43:30.430Z
